-0.00247653	0.362385
0.00189623	0.345472
-0.000222837	0.352354
0.00432761	0.357245
-26.0818	0.543887
-0.000257153	0.350257
0.0174223	0.357846
0.00191742	0.342612
0.000109158	0.361307
-1.90877e-05	0.380487
-0.000788567	0.357811
0.00485535	0.34764
0.0280939	0.358477
0.00183122	0.355293
-0.00111429	0.349756
0.00128518	0.347231
0.000339405	0.353359
-0.00478447	0.338318
0.0029152	0.351277
0	-19516.4
0.00173613	0.354244
0.0024942	0.333286
-0.00113684	0.352294
0.00502636	0.352407
0.00207796	0.320065
-0.00112551	0.352464
0.00256511	0.35515
0.0177563	0.351511
0.00196	0.359126
-5.53415e-05	0.101303
0.00623493	0.337427
0.00450771	0.332889
0.00183831	0.349666
-23.252	0.61652
0.000956157	0.349779
0.0515287	0.355055
0.014921	0.351821
0.0017104	0.355598
0.00166905	0.36164
-1.4015e-05	0.191617
0.00237521	0.336268
-0.000511074	0.364066
0.00132519	0.344512
0.00104597	0.329958
0.00464079	0.335146
0.000808433	0.348852
0.000407539	0.347271
0.00058522	0.335413
0.00406318	0.341122
2.1218e-05	0.378884
0.005648	0.336655
0.00339422	0.325937
-0.000300328	0.350374
0.00208439	0.334707
0.00168958	0.33124
0.00396285	0.341828
0.00222847	0.330667
0.00406782	0.335056
-0.00189308	0.324619
3.3152e+21	7.24487e+34
0.00313896	0.345332
0.000470597	0.357769
-7.90446	0.404422
0.00475909	0.32448
0.000817411	0.355717
0.00280734	0.337444
-0.00233642	0.354424
0.00332824	0.338724
-0.000401493	0.324757
-2.32085e-06	0.0947295
0.00135104	0.334037
-8.38114e-05	0.339693
-15.6026	0.537352
-17.9673	0.604382
0.00460161	0.349023
-4.22037	0.624696
0.0108382	0.331374
0.0122194	0.3329
0.00487435	0.341985
1.20683e-05	0.182983
0.00182033	0.348794
0.000589364	0.350686
0.000647784	0.346526
0.00275696	0.339977
-4.42438	0.416034
-0.000104293	0.342175
0.0039618	0.357802
0.000711307	0.348552
-0.000171065	0.358773
-5.97803e-05	0.379095
0.000731067	0.343748
0.00183496	0.352887
0.0337243	0.341684
0.00396227	0.3301
0.00660712	0.355933
0.00041553	0.350493
0.000273442	0.3563
0.00020896	0.360596
0.004783	0.327789
0	-28284.1
0.00228738	0.349998
0.00805287	0.353811
0.000815153	0.350647
0.00201461	0.351161
0.00188333	0.344819
0.00125448	0.331411
-0.000923123	0.356933
-0.00230952	0.353238
0.00354919	0.348779
-4.17299e-06	0.0958468
0.00494595	0.353208
-0.0010928	0.362748
0.00169421	0.328561
-0.00468963	0.36428
0.0023507	0.342643
0.0119356	0.345905
0.0101609	0.354732
0.000299947	0.356683
0.00104404	0.345682
-3.54761e-05	0.185433
0.00186038	0.334715
0.00021339	0.320837
0.00109578	0.340523
0.00214335	0.324696
0.000897812	0.337731
0.00232424	0.336179
0.00404958	0.330282
0.00242459	0.320313
0.00241281	0.34727
-2.52127e-05	0.363844
-0.00288828	0.325419
-0.000310696	0.346047
0.00625973	0.334854
0.00704559	0.33473
-0.000154769	0.332874
0.00151536	0.34581
0.00373869	0.323309
0.00204981	0.328605
0.00258009	0.335757
-4.18396e-05	0.375615
0.00194418	0.331966
0.0112861	0.331065
0.000991122	0.339162
0.00505189	0.315029
0.004352	0.333921
0.0027608	0.33651
0.00572112	0.337266
0.00379039	0.349086
0.00289571	0.337227
-1.51917e-05	0.0932913
0.00346942	0.337783
0.000781996	0.33192
0.00889731	0.343707
0.0142388	0.351276
-0.00609502	0.323104
0.0124254	0.335903
0.0296764	0.322222
0.00668077	0.331295
0.0144337	0.351096
-6.70151e-05	0.182919
